501	0.4284
502	0.4939
503	0.7162
504	0.588
505	0.3875
506	0.3885
507	0.4728
508	0.4144
509	0.4988
510	0.5934
511	0.4883
512	0.5053
513	0.3002
514	0.4977
515	0.2408
516	0.3919
517	0.4763
518	0.5033
519	0.5077
520	0.3216
521	0.324
522	0.6157
523	0.4973
524	0.2809
525	0.3226
526	0.6101
527	0.6175
528	0.3241
529	0.4523
530	0.603
531	0.3892
532	0.4733
533	0.4699
534	0.5885
535	0.3988
536	0.5299
537	0.3432
538	0.4207
539	0.321
540	0.3847
541	0.3675
542	0.4019
543	0.4812
544	0.4019
545	0.642
546	0.3286
547	0.4172
548	0.5457
549	0.3425
550	0.3617
551	0.4482
552	0.528
553	0.363
554	0.5389
555	0.3681
556	0.6124
557	0.4555
558	0.5373
559	0.3639
560	0.5575
561	0.5271
562	0.3224
563	0.5612
564	0.4939
565	0.3982
566	0.2636
567	0.3922
568	0.5203
569	0.563
570	0.5849
571	0.4195
572	0.5202
573	0.5639
574	0.14
575	0.4666
576	0.3615
577	0.2996
578	0.5133
579	0.5318
580	0.5712
581	0.489
582	0.3751
583	0.4877
584	0.1684
585	0.2776
586	0.4932
587	0.4968
588	0.4142
589	0.3682
590	0.6349
591	0.577
592	0.5177
593	0.4547
594	0.5494
595	0.5946
596	0.4212
597	0.4111
598	0.5006
599	0.4138
600	0.3441
601	0.2831
602	0.5716
603	0.3703
604	0.4484
605	0.4575
606	0.6131
607	0.5507
608	0.4645
609	0.4183
610	0.3585
611	0.4522
612	0.3165
613	0.4254
614	0.519
615	0.4916
616	0.5279
617	0.4116
618	0.3816
619	0.4831
620	0.5548
621	0.5711
622	0.5529
623	0.2963
624	0.4835
625	0.4902
626	0.3737
627	0.4549
628	0.524
629	0.4297
630	0.3714
631	0.5101
632	0.3988
633	0.3995
634	0.4963
635	0.3616
636	0.3899
637	0.6532
638	0.4988
639	0.5438
640	0.245
641	0.287
642	0.3633
643	0.6989
644	0.6658
645	0.459
646	0.04776
647	0.5078
648	0.672
649	0.4605
650	0.6422
651	0.4392
652	0.5419
653	0.3414
654	0.449
655	0.5319
656	0.358
657	0.4114
658	0.25
659	0.5519
660	0.628
661	0.4348
662	0.4666
663	0.4292
664	0.4197
665	0.5922
666	0.3904
667	0.562
668	0.3197
669	0.4265
670	0.7825
671	0.3606
672	0.2735
673	0.5729
674	0.467
675	0.5148
676	0.4277
677	0.57
678	0.4417
679	0.5341
680	0.3983
681	0.3549
682	0.4174
683	0.3335
684	0.3102
685	0.369
686	0.598
687	0.5158
688	0.2505
689	0.5148
690	0.4747
691	0.5512
692	0.3559
693	0.5805
694	0.455
695	0.3772
696	0.3617
697	0.5764
698	0.506
699	0.4193
700	0.389
701	0.4819
702	0.4078
703	0.2091
704	0.5398
705	0.5711
706	0.6512
707	0.631
708	0.5279
709	0.3619
710	0.5662
711	0.5975
712	0.476
713	0.4831
714	0.4383
715	0.3892
716	0.3109
717	0.4228
718	0.4829
719	0.4178
720	0.2972
721	0.3547
722	0.2907
723	0.5835
724	0.142
725	0.3899
726	0.3428
727	0.4752
728	0.3713
729	0.5359
730	0.5362
731	0.2736
732	0.5939
733	0.3889
734	0.3415
735	0.5577
736	0.6543
737	0.5182
738	0.523
739	0.5153
740	0.5263
741	0.1943
742	0.5181
743	0.4183
744	0.5309
745	0.5029
746	0.5053
747	0.374
748	0.4648
749	0.548
750	0.45
751	0.4364
752	0.4803
753	0.4422
754	0.5357
755	0.584
756	0.3941
757	0.418
758	0.5409
759	0.34
760	0.2661
761	0.4746
762	0.3346
763	0.4778
764	0.2993
765	0.6377
766	0.7253
767	0.1902
768	0.1783
769	0.293
770	0.5296
771	0.7275
772	0.5945
773	0.4101
774	0.2716
775	0.4926
776	0.3772
777	0.4894
778	0.3425
779	0.3471
780	0.3771
781	0.4897
782	0.3464
783	0.5503
784	0.3996
785	0.5702
786	0.4589
787	0.4788
788	0.525
789	0.3305
790	0.5386
791	0.4852
792	0.5789
793	0.4498
794	0.4217
795	0.4403
796	0.4204
797	0.3501
798	0.3803
799	0.2642
800	0.4262
801	0.2791
802	0.4425
803	0.3994
804	0.3111
805	0.5477
806	0.5036
807	0.4345
808	0.5244
809	0.315
810	0.6213
811	0.485
812	0.4423
813	0.4666
814	0.4105
815	0.4347
816	0.5784
817	0.5298
818	0.2684
819	0.4368
820	0.2466
821	0.5156
822	0.6871
823	0.4311
824	0.4676
825	0.4668
826	0.551
827	0.7005
828	0.3897
829	0.2149
830	0.5533
831	0.4637
832	0.3431
833	0.3728
834	0.228
835	0.4558
836	0.3354
837	0.4556
838	0.1096
839	0.5341
840	0.3994
841	0.501
842	0.2673
843	0.5183
844	0.4762
845	0.6656
846	0.4693
847	0.6068
